Number,Session,Gender,ID,Expression,Angle,Encoding_expression,Encoding_angle
392,A,F,12,Disgusted,Half Left,2,0
360,A,F,11,Disgusted,Straight,2,4
3539,B,F,33,Angry,Straight,1,4
3778,B,M,05,Angry,Half Left,1,0
2307,A,M,32,Sad,Half Right,5,1
2878,B,F,14,Disgusted,Left,2,2
2921,B,F,15,Happy,Half Right,3,1
335,A,F,10,Neutral,Straight,4,4
1516,A,M,09,Neutral,Half Right,4,1
3383,B,F,28,Sad,Half Right,5,1
1069,A,F,31,Sad,Straight,5,4
1697,A,M,14,Surprised,Half Left,6,0
4382,B,M,23,Angry,Half Right,1,1
297,A,F,09,Neutral,Left,4,2
130,A,F,04,Sad,Right,5,3
4480,B,M,26,Afraid,Half Right,0,1
933,A,F,27,Surprised,Half Right,6,1
847,A,F,25,Happy,Half Left,3,0
1428,A,M,07,Angry,Left,1,2
3135,B,F,21,Sad,Left,5,2
1345,A,M,04,Sad,Half Left,5,0
4005,B,M,11,Neutral,Straight,4,4
3979,B,M,10,Surprised,Half Right,6,1
3697,B,M,02,Surprised,Left,6,2
3503,B,F,32,Angry,Half Right,1,1
4281,B,M,20,Afraid,Left,0,2
7,A,F,01,Angry,Half Left,1,0
506,A,F,15,Neutral,Right,4,3
4738,B,M,33,Neutral,Left,4,2
4190,B,M,17,Afraid,Half Right,0,1
3901,B,M,08,Sad,Left,5,2
1925,A,M,21,Sad,Left,5,2
2474,B,F,02,Neutral,Right,4,3
664,A,F,20,Angry,Half Right,1,1
1943,A,M,22,Angry,Half Right,1,1
3845,B,M,07,Afraid,Straight,0,4
3034,B,F,18,Sad,Half Left,5,0
2696,B,F,09,Afraid,Left,0,2
2404,A,M,35,Neutral,Right,4,3
4345,B,M,22,Afraid,Half Right,0,1
172,A,F,05,Surprised,Half Right,6,1
2225,A,M,30,Happy,Left,3,2
1955,A,M,22,Neutral,Left,4,2
375,A,F,11,Surprised,Left,6,2
52,A,F,02,Happy,Half Right,3,1
4375,B,M,23,Afraid,Right,0,3
2906,B,F,15,Afraid,Half Right,0,1
2276,A,M,31,Surprised,Half Left,6,0
1240,A,M,01,Sad,Left,5,2
3438,B,F,30,Disgusted,Half Right,2,1
3923,B,M,09,Disgusted,Half Left,2,0
3281,B,F,25,Surprised,Right,6,3
899,A,F,26,Surprised,Straight,6,4
3830,B,M,06,Neutral,Straight,4,4
1088,A,F,32,Disgusted,Half Right,2,1
4240,B,M,18,Happy,Straight,3,4
2094,A,M,26,Neutral,Half Right,4,1
1479,A,M,08,Neutral,Right,4,3
3524,B,F,32,Sad,Straight,5,4
4056,B,M,13,Angry,Left,1,2
4770,B,M,34,Happy,Half Right,3,1
3460,B,F,31,Afraid,Left,0,2
969,A,F,28,Surprised,Straight,6,4
4644,B,M,30,Surprised,Right,6,3
4809,B,M,35,Neutral,Half Left,4,0
311,A,F,09,Surprised,Straight,6,4
2748,B,F,10,Happy,Half Left,3,0
3620,B,F,35,Neutral,Left,4,2
1913,A,M,21,Disgusted,Half Right,2,1
61,A,F,02,Sad,Half Left,5,0
98,A,F,03,Sad,Straight,5,4
244,A,F,08,Afraid,Left,0,2
3152,B,F,22,Angry,Half Left,1,0
72,A,F,03,Afraid,Half Right,0,1
3785,B,M,05,Disgusted,Straight,2,4
2578,B,F,05,Neutral,Left,4,2
36,A,F,02,Afraid,Half Left,0,0
4352,B,M,22,Disgusted,Left,2,2
653,A,F,19,Surprised,Half Left,6,0
4114,B,M,14,Sad,Half Right,5,1
3956,B,M,10,Disgusted,Left,2,2
2352,A,M,34,Afraid,Half Right,0,1
2122,A,M,27,Happy,Right,3,3
2069,A,M,25,Surprised,Right,6,3
3484,B,F,31,Neutral,Straight,4,4
2055,A,M,25,Happy,Half Left,3,0
4135,B,M,15,Happy,Left,3,2
2558,B,F,05,Afraid,Left,0,2
4007,B,M,11,Sad,Right,5,3
1825,A,M,18,Sad,Left,5,2
4549,B,M,28,Afraid,Straight,0,4
2567,B,F,05,Angry,Straight,1,4
2499,B,F,03,Disgusted,Right,2,3
2775,B,F,11,Angry,Straight,1,4
4286,B,M,20,Angry,Right,1,3
3057,B,F,19,Happy,Half Left,3,0
2180,A,M,29,Angry,Left,1,2
4381,B,M,23,Angry,Half Left,1,0
4655,B,M,31,Angry,Half Left,1,0
486,A,F,15,Afraid,Right,0,3
719,A,F,21,Sad,Straight,5,4
57,A,F,02,Neutral,Half Right,4,1
4000,B,M,11,Happy,Straight,3,4
4079,B,M,13,Sad,Half Right,5,1
1298,A,M,03,Disgusted,Straight,2,4
3684,B,M,02,Happy,Half Left,3,0
2265,A,M,31,Neutral,Right,4,3
3615,B,F,35,Happy,Left,3,2
1219,A,M,01,Afraid,Straight,0,4
1652,A,M,13,Neutral,Half Left,4,0
3655,B,M,01,Neutral,Half Left,4,0
4649,B,M,31,Afraid,Right,0,3
4162,B,M,16,Disgusted,Left,2,2
2716,B,F,09,Neutral,Left,4,2
4429,B,M,24,Neutral,Half Left,4,0
3189,B,F,23,Angry,Straight,1,4
1716,A,M,15,Happy,Half Right,3,1
4219,B,M,17,Surprised,Half Right,6,1
1893,A,M,20,Sad,Right,5,3
446,A,F,13,Surprised,Right,6,3
3964,B,M,10,Happy,Half Right,3,1
990,A,F,29,Neutral,Left,4,2
1953,A,M,22,Happy,Half Right,3,1
2436,B,F,01,Happy,Half Right,3,1
1616,A,M,12,Happy,Straight,3,4
2488,B,F,03,Afraid,Left,0,2
3996,B,M,11,Happy,Left,3,2
1404,A,M,06,Happy,Right,3,3
4116,B,M,14,Surprised,Left,6,2
575,A,F,17,Neutral,Left,4,2
2804,B,F,12,Angry,Left,1,2
4374,B,M,23,Afraid,Left,0,2
3926,B,M,09,Happy,Left,3,2
3179,B,F,22,Surprised,Straight,6,4
1932,A,M,21,Surprised,Half Left,6,0
3650,B,M,01,Happy,Right,3,3
2751,B,F,10,Neutral,Left,4,2
2731,B,F,10,Afraid,Left,0,2
4403,B,M,23,Sad,Straight,5,4
910,A,F,27,Disgusted,Left,2,2
2162,A,M,28,Neutral,Half Left,4,0
1667,A,M,14,Afraid,Half Left,0,0
3804,B,M,05,Surprised,Half Right,6,1
3084,B,F,20,Angry,Straight,1,4
2912,B,F,15,Angry,Straight,1,4
3155,B,F,22,Disgusted,Left,2,2
3632,B,F,35,Surprised,Half Left,6,0
2129,A,M,27,Neutral,Half Right,4,1
4300,B,M,20,Sad,Right,5,3
1139,A,F,33,Sad,Straight,5,4
1137,A,F,33,Sad,Half Left,5,0
16,A,F,01,Happy,Right,3,3
1672,A,M,14,Angry,Half Left,1,0
4133,B,M,15,Disgusted,Half Right,2,1
1282,A,M,02,Surprised,Half Right,6,1
1407,A,M,06,Happy,Straight,3,4
3966,B,M,10,Neutral,Left,4,2
313,A,F,10,Afraid,Half Left,0,0
3638,B,M,01,Afraid,Half Right,0,1
2857,B,F,13,Neutral,Straight,4,4
3104,B,F,20,Sad,Straight,5,4
2556,B,F,04,Surprised,Half Right,6,1
353,A,F,11,Angry,Half Left,1,0
3886,B,M,08,Disgusted,Left,2,2
4438,B,M,24,Surprised,Right,6,3
211,A,F,07,Afraid,Half Left,0,0
451,A,F,14,Afraid,Right,0,3
2618,B,F,06,Sad,Left,5,2
2812,B,F,12,Disgusted,Half Right,2,1
3974,B,M,10,Sad,Half Right,5,1
3841,B,M,07,Afraid,Left,0,2
2215,A,M,30,Angry,Left,1,2
2052,A,M,25,Disgusted,Straight,2,4
4225,B,M,18,Afraid,Straight,0,4
2574,B,F,05,Happy,Right,3,3
1493,A,M,09,Afraid,Left,0,2
2000,A,M,23,Surprised,Left,6,2
3797,B,M,05,Sad,Right,5,3
2320,A,M,33,Angry,Right,1,3
4369,B,M,22,Surprised,Left,6,2
2099,A,M,26,Sad,Half Right,5,1
712,A,F,21,Neutral,Half Left,4,0
1078,A,F,32,Afraid,Half Right,0,1
60,A,F,02,Sad,Right,5,3
4721,B,M,33,Afraid,Half Right,0,1
28,A,F,01,Sad,Half Right,5,1
3047,B,F,19,Angry,Half Left,1,0
4757,B,M,34,Angry,Left,1,2
500,A,F,15,Happy,Left,3,2
1099,A,F,32,Neutral,Straight,4,4
2985,B,F,17,Disgusted,Half Left,2,0
2310,A,M,32,Surprised,Right,6,3
603,A,F,18,Happy,Left,3,2
3930,B,M,09,Happy,Straight,3,4
4096,B,M,14,Disgusted,Left,2,2
4719,B,M,33,Afraid,Right,0,3
3760,B,M,04,Neutral,Straight,4,4
1064,A,F,31,Neutral,Straight,4,4
1950,A,M,22,Happy,Left,3,2
1577,A,M,11,Disgusted,Straight,2,4
1229,A,M,01,Disgusted,Straight,2,4
1580,A,M,11,Happy,Half Left,3,0
755,A,F,22,Surprised,Left,6,2
1161,A,F,34,Happy,Right,3,3
674,A,F,20,Happy,Straight,3,4
1489,A,M,08,Surprised,Right,6,3
4023,B,M,12,Angry,Half Left,1,0
1455,A,M,07,Surprised,Half Left,6,0
3606,B,F,35,Angry,Right,1,3
4397,B,M,23,Neutral,Half Right,4,1
2943,B,F,16,Angry,Left,1,2
90,A,F,03,Neutral,Right,4,3
2671,B,F,08,Angry,Half Right,1,1
3305,B,F,26,Neutral,Left,4,2
1662,A,M,13,Surprised,Half Left,6,0
1176,A,F,34,Surprised,Right,6,3
4635,B,M,30,Neutral,Half Left,4,0
1444,A,M,07,Neutral,Right,4,3
1448,A,M,07,Sad,Left,5,2
2842,B,F,13,Angry,Half Right,1,1
3349,B,F,27,Sad,Straight,5,4
928,A,F,27,Sad,Half Right,5,1
4091,B,M,14,Angry,Left,1,2
3351,B,F,27,Surprised,Right,6,3
4419,B,M,24,Disgusted,Right,2,3
2638,B,F,07,Disgusted,Left,2,2
4187,B,M,17,Afraid,Left,0,2
2825,B,F,12,Sad,Right,5,3
226,A,F,07,Happy,Half Left,3,0
1934,A,M,21,Surprised,Straight,6,4
2238,A,M,30,Sad,Half Right,5,1
3195,B,F,23,Happy,Left,3,2
391,A,F,12,Disgusted,Right,2,3
3371,B,F,28,Happy,Right,3,3
3242,B,F,24,Sad,Half Left,5,0
4365,B,M,22,Sad,Left,5,2
979,A,F,29,Angry,Straight,1,4
1417,A,M,06,Sad,Straight,5,4
1152,A,F,34,Angry,Half Left,1,0
4323,B,M,21,Happy,Right,3,3
125,A,F,04,Neutral,Right,4,3
2765,B,F,10,Surprised,Straight,6,4
258,A,F,08,Happy,Left,3,2
1054,A,F,31,Disgusted,Straight,2,4
2153,A,M,28,Disgusted,Half Left,2,0
3290,B,F,26,Angry,Left,1,2
104,A,F,04,Afraid,Left,0,2
323,A,F,10,Disgusted,Half Left,2,0
2193,A,M,29,Happy,Half Right,3,1
3873,B,M,07,Surprised,Half Left,6,0
1221,A,M,01,Angry,Right,1,3
4151,B,M,15,Surprised,Half Right,6,1
2309,A,M,32,Surprised,Left,6,2
1095,A,F,32,Neutral,Left,4,2
3482,B,F,31,Neutral,Half Left,4,0
1178,A,F,34,Surprised,Half Right,6,1
751,A,F,22,Sad,Right,5,3
1865,A,M,19,Surprised,Right,6,3
431,A,F,13,Happy,Right,3,3
1359,A,M,05,Angry,Right,1,3
3235,B,F,24,Neutral,Left,4,2
4676,B,M,31,Sad,Half Right,5,1
2971,B,F,16,Surprised,Half Right,6,1
1245,A,M,01,Surprised,Left,6,2
164,A,F,05,Sad,Left,5,2
1602,A,M,12,Afraid,Straight,0,4
1235,A,M,01,Neutral,Left,4,2
2074,A,M,26,Afraid,Right,0,3
209,A,F,07,Afraid,Left,0,2
1108,A,F,32,Surprised,Half Right,6,1
3036,B,F,18,Surprised,Left,6,2
4350,B,M,22,Angry,Half Right,1,1
4259,B,M,19,Angry,Left,1,2
881,A,F,26,Happy,Right,3,3
4638,B,M,30,Sad,Left,5,2
3775,B,M,05,Afraid,Straight,0,4
4209,B,M,17,Neutral,Half Left,4,0
1439,A,M,07,Happy,Right,3,3
3739,B,M,04,Afraid,Half Left,0,0
3393,B,F,29,Afraid,Half Right,0,1
477,A,F,14,Sad,Half Left,5,0
4669,B,M,31,Neutral,Right,4,3
2999,B,F,17,Sad,Right,5,3
2232,A,M,30,Neutral,Half Left,4,0
267,A,F,08,Neutral,Straight,4,4
4324,B,M,21,Happy,Half Left,3,0
3004,B,F,17,Surprised,Right,6,3
304,A,F,09,Sad,Half Left,5,0
293,A,F,09,Happy,Right,3,3
3003,B,F,17,Surprised,Left,6,2
3955,B,M,10,Angry,Straight,1,4
3915,B,M,09,Afraid,Straight,0,4
2089,A,M,26,Happy,Half Right,3,1
3132,B,F,21,Neutral,Half Left,4,0
4184,B,M,16,Surprised,Half Left,6,0
2729,B,F,09,Surprised,Half Right,6,1
1665,A,M,14,Afraid,Left,0,2
2218,A,M,30,Angry,Half Right,1,1
4535,B,M,27,Neutral,Straight,4,4
4299,B,M,20,Neutral,Half Right,4,1
4347,B,M,22,Angry,Left,1,2
4647,B,M,30,Surprised,Straight,6,4
2085,A,M,26,Disgusted,Half Right,2,1
1380,A,M,05,Sad,Half Left,5,0
3749,B,M,04,Disgusted,Half Right,2,1
4765,B,M,34,Disgusted,Half Right,2,1
1429,A,M,07,Angry,Right,1,3
2639,B,F,07,Disgusted,Right,2,3
2831,B,F,12,Surprised,Half Left,6,0
347,A,F,11,Afraid,Right,0,3
3133,B,F,21,Neutral,Half Right,4,1
846,A,F,25,Happy,Right,3,3
3843,B,M,07,Afraid,Half Left,0,0
2252,A,M,31,Angry,Half Right,1,1
250,A,F,08,Angry,Right,1,3
651,A,F,19,Surprised,Left,6,2
723,A,F,21,Surprised,Half Right,6,1
4590,B,M,29,Disgusted,Left,2,2
1892,A,M,20,Sad,Left,5,2
1162,A,F,34,Happy,Half Left,3,0
1544,A,M,10,Happy,Right,3,3
1944,A,M,22,Angry,Straight,1,4
785,A,F,23,Sad,Left,5,2
2768,B,F,11,Afraid,Half Left,0,0
1419,A,M,06,Surprised,Right,6,3
2774,B,F,11,Angry,Half Right,1,1
860,A,F,25,Surprised,Left,6,2
2749,B,F,10,Happy,Half Right,3,1
2894,B,F,14,Sad,Right,5,3
1939,A,M,22,Afraid,Straight,0,4
4583,B,M,29,Afraid,Half Right,0,1
3401,B,F,29,Disgusted,Right,2,3
3567,B,F,34,Afraid,Half Left,0,0
417,A,F,13,Afraid,Half Left,0,0
3676,B,M,02,Angry,Half Right,1,1
3077,B,F,20,Afraid,Half Left,0,0
2430,B,F,01,Disgusted,Half Left,2,0
4358,B,M,22,Happy,Half Right,3,1
2781,B,F,11,Happy,Left,3,2
660,A,F,20,Afraid,Straight,0,4
2326,A,M,33,Disgusted,Half Left,2,0
4274,B,M,19,Sad,Right,5,3
4197,B,M,17,Disgusted,Left,2,2
2507,B,F,03,Happy,Straight,3,4
3483,B,F,31,Neutral,Half Right,4,1
2443,B,F,01,Sad,Left,5,2
886,A,F,26,Neutral,Right,4,3
1314,A,M,03,Surprised,Right,6,3
2636,B,F,07,Angry,Half Right,1,1
2776,B,F,11,Disgusted,Left,2,2
2544,B,F,04,Neutral,Right,4,3
3342,B,F,27,Neutral,Half Left,4,0
3031,B,F,18,Neutral,Straight,4,4
691,A,F,21,Afraid,Right,0,3
240,A,F,07,Surprised,Right,6,3
3471,B,F,31,Disgusted,Right,2,3
2948,B,F,16,Disgusted,Left,2,2
138,A,F,04,Surprised,Straight,6,4
731,A,F,22,Angry,Right,1,3
3933,B,M,09,Neutral,Half Left,4,0
503,A,F,15,Happy,Half Right,3,1
766,A,F,23,Angry,Right,1,3
3063,B,F,19,Neutral,Half Right,4,1
3106,B,F,20,Surprised,Right,6,3
1831,A,M,18,Surprised,Right,6,3
2434,B,F,01,Happy,Right,3,3
4668,B,M,31,Neutral,Left,4,2
556,A,F,17,Afraid,Right,0,3
3716,B,M,03,Disgusted,Straight,2,4
1038,A,F,30,Surprised,Half Right,6,1
3706,B,M,03,Afraid,Straight,0,4
2992,B,F,17,Happy,Straight,3,4
469,A,F,14,Happy,Straight,3,4
2852,B,F,13,Happy,Half Right,3,1
124,A,F,04,Neutral,Left,4,2
281,A,F,09,Afraid,Straight,0,4
1302,A,M,03,Happy,Half Right,3,1
744,A,F,22,Happy,Straight,3,4
372,A,F,11,Sad,Half Left,5,0
3418,B,F,29,Sad,Half Right,5,1
3988,B,M,11,Angry,Half Left,1,0
1374,A,M,05,Neutral,Right,4,3
2156,A,M,28,Happy,Left,3,2
2601,B,F,06,Angry,Half Right,1,1
479,A,F,14,Sad,Straight,5,4
705,A,F,21,Happy,Left,3,2
3216,B,F,24,Afraid,Right,0,3
490,A,F,15,Angry,Left,1,2
91,A,F,03,Neutral,Half Left,4,0
2714,B,F,09,Happy,Half Right,3,1
2800,B,F,12,Afraid,Right,0,3
4297,B,M,20,Neutral,Right,4,3
1631,A,M,13,Afraid,Right,0,3
3325,B,F,27,Angry,Left,1,2
3671,B,M,02,Afraid,Half Right,0,1
2108,A,M,27,Afraid,Half Left,0,0
3332,B,F,27,Disgusted,Half Left,2,0
794,A,F,23,Surprised,Straight,6,4
4200,B,M,17,Disgusted,Half Right,2,1
634,A,F,19,Disgusted,Half Right,2,1
1729,A,M,15,Surprised,Right,6,3
3972,B,M,10,Sad,Right,5,3
2613,B,F,06,Neutral,Left,4,2
1919,A,M,21,Happy,Straight,3,4
3035,B,F,18,Sad,Half Right,5,1
383,A,F,12,Afraid,Half Right,0,1
3467,B,F,31,Angry,Half Left,1,0
3894,B,M,08,Happy,Half Right,3,1
4457,B,M,25,Happy,Left,3,2
1486,A,M,08,Sad,Half Right,5,1
2241,A,M,30,Surprised,Half Left,6,0
632,A,F,19,Disgusted,Right,2,3
2272,A,M,31,Sad,Half Right,5,1
1415,A,M,06,Sad,Half Left,5,0
4073,B,M,13,Neutral,Half Left,4,0
128,A,F,04,Neutral,Straight,4,4
2898,B,F,14,Surprised,Left,6,2
525,A,F,16,Angry,Left,1,2
1970,A,M,23,Afraid,Left,0,2
2621,B,F,06,Sad,Half Right,5,1
170,A,F,05,Surprised,Right,6,3
936,A,F,28,Afraid,Right,0,3
3545,B,F,33,Happy,Left,3,2
606,A,F,18,Happy,Half Right,3,1
2941,B,F,16,Afraid,Half Right,0,1
4390,B,M,23,Happy,Right,3,3
1072,A,F,31,Surprised,Half Left,6,0
1848,A,M,19,Disgusted,Half Right,2,1
3254,B,F,25,Afraid,Straight,0,4
1237,A,M,01,Neutral,Half Left,4,0
4069,B,M,13,Happy,Half Right,3,1
925,A,F,27,Sad,Left,5,2
4078,B,M,13,Sad,Half Left,5,0
437,A,F,13,Neutral,Half Left,4,0
4144,B,M,15,Sad,Right,5,3
3348,B,F,27,Sad,Half Right,5,1
2406,A,M,35,Neutral,Half Right,4,1
3061,B,F,19,Neutral,Right,4,3
3504,B,F,32,Angry,Straight,1,4
290,A,F,09,Disgusted,Half Right,2,1
4619,B,M,30,Angry,Right,1,3
2647,B,F,07,Happy,Straight,3,4
2233,A,M,30,Neutral,Half Right,4,1
934,A,F,27,Surprised,Straight,6,4
112,A,F,04,Angry,Half Right,1,1
877,A,F,26,Disgusted,Half Left,2,0
2147,A,M,28,Angry,Right,1,3
2909,B,F,15,Angry,Right,1,3
4301,B,M,20,Sad,Half Left,5,0
894,A,F,26,Sad,Straight,5,4
2213,A,M,30,Afraid,Half Right,0,1
3070,B,F,19,Surprised,Left,6,2
458,A,F,14,Angry,Half Right,1,1
939,A,F,28,Afraid,Straight,0,4
1753,A,M,16,Neutral,Left,4,2
3089,B,F,20,Disgusted,Straight,2,4
4653,B,M,31,Angry,Left,1,2
2068,A,M,25,Surprised,Left,6,2
2126,A,M,27,Neutral,Left,4,2
49,A,F,02,Happy,Left,3,2
4128,B,M,15,Angry,Half Left,1,0
689,A,F,20,Surprised,Straight,6,4
1714,A,M,15,Happy,Right,3,3
797,A,F,24,Afraid,Half Left,0,0
2896,B,F,14,Sad,Half Right,5,1
869,A,F,26,Afraid,Straight,0,4
2224,A,M,30,Disgusted,Straight,2,4
4339,B,M,21,Surprised,Half Left,6,0
201,A,F,06,Sad,Half Left,5,0
4461,B,M,25,Happy,Straight,3,4
2331,A,M,33,Happy,Half Left,3,0
1741,A,M,16,Angry,Half Right,1,1
1619,A,M,12,Neutral,Half Left,4,0
1607,A,M,12,Disgusted,Left,2,2
3580,B,F,34,Happy,Left,3,2
1313,A,M,03,Surprised,Left,6,2
4756,B,M,34,Afraid,Straight,0,4
2968,B,F,16,Surprised,Left,6,2
4761,B,M,34,Angry,Straight,1,4
1348,A,M,04,Surprised,Left,6,2
1895,A,M,20,Surprised,Left,6,2
3952,B,M,10,Angry,Right,1,3
3182,B,F,23,Afraid,Half Left,0,0
2132,A,M,27,Sad,Right,5,3
3279,B,F,25,Sad,Straight,5,4
4608,B,M,29,Sad,Straight,5,4
1651,A,M,13,Neutral,Right,4,3
2351,A,M,34,Afraid,Half Left,0,0
1007,A,F,30,Afraid,Half Left,0,0
1622,A,M,12,Sad,Right,5,3
2833,B,F,12,Surprised,Straight,6,4
3982,B,M,11,Afraid,Right,0,3
1976,A,M,23,Angry,Right,1,3
3412,B,F,29,Neutral,Half Left,4,0
2178,A,M,29,Afraid,Half Right,0,1
2619,B,F,06,Sad,Right,5,3
2157,A,M,28,Happy,Right,3,3
1457,A,M,07,Surprised,Straight,6,4
4169,B,M,16,Happy,Half Left,3,0
4743,B,M,33,Sad,Right,5,3
2285,A,M,32,Angry,Right,1,3
194,A,F,06,Neutral,Left,4,2
2403,A,M,35,Neutral,Left,4,2
2417,A,M,35,Surprised,Straight,6,4
1918,A,M,21,Happy,Half Right,3,1
2704,B,F,09,Angry,Half Right,1,1
2216,A,M,30,Angry,Right,1,3
3046,B,F,19,Angry,Right,1,3
795,A,F,24,Afraid,Left,0,2
1965,A,M,22,Surprised,Left,6,2
3748,B,M,04,Disgusted,Half Left,2,0
410,A,F,12,Surprised,Left,6,2
4272,B,M,19,Neutral,Right,4,3
1844,A,M,19,Angry,Straight,1,4
3400,B,F,29,Disgusted,Left,2,2
1747,A,M,16,Disgusted,Straight,2,4
1511,A,M,09,Happy,Half Right,3,1
2868,B,F,14,Afraid,Left,0,2
739,A,F,22,Disgusted,Straight,2,4
4606,B,M,29,Sad,Half Left,5,0
2125,A,M,27,Happy,Straight,3,4
1263,A,M,02,Disgusted,Half Right,2,1
3837,B,M,06,Surprised,Right,6,3
4009,B,M,11,Sad,Half Right,5,1
2411,A,M,35,Sad,Half Right,5,1
4447,B,M,25,Angry,Left,1,2
1481,A,M,08,Neutral,Half Right,4,1
1342,A,M,04,Neutral,Straight,4,4
1034,A,F,30,Sad,Straight,5,4
623,A,F,19,Afraid,Half Left,0,0
4066,B,M,13,Happy,Left,3,2
2207,A,M,29,Surprised,Half Left,6,0
2496,B,F,03,Angry,Half Right,1,1
555,A,F,17,Afraid,Left,0,2
3232,B,F,24,Happy,Half Left,3,0
3658,B,M,01,Sad,Left,5,2
2609,B,F,06,Happy,Right,3,3
1208,A,F,35,Sad,Half Right,5,1
2762,B,F,10,Surprised,Right,6,3
1857,A,M,19,Neutral,Half Left,4,0
941,A,F,28,Angry,Right,1,3
1312,A,M,03,Sad,Half Right,5,1
400,A,F,12,Neutral,Left,4,2
2321,A,M,33,Angry,Half Left,1,0
4520,B,M,27,Angry,Straight,1,4
3817,B,M,06,Disgusted,Right,2,3
4055,B,M,13,Afraid,Straight,0,4
4623,B,M,30,Disgusted,Left,2,2
1426,A,M,07,Afraid,Half Right,0,1
1285,A,M,03,Afraid,Right,0,3
3364,B,F,28,Angry,Straight,1,4
4284,B,M,20,Afraid,Half Right,0,1
1975,A,M,23,Angry,Left,1,2
4581,B,M,29,Afraid,Right,0,3
1256,A,M,02,Angry,Right,1,3
2542,B,F,04,Happy,Straight,3,4
4271,B,M,19,Neutral,Left,4,2
2243,A,M,30,Surprised,Straight,6,4
1851,A,M,19,Happy,Right,3,3
1933,A,M,21,Surprised,Half Right,6,1
2895,B,F,14,Sad,Half Left,5,0
2420,B,F,01,Afraid,Half Left,0,0
276,A,F,08,Surprised,Straight,6,4
3889,B,M,08,Disgusted,Half Right,2,1
2521,B,F,03,Surprised,Half Right,6,1
1748,A,M,16,Happy,Left,3,2
3263,B,F,25,Disgusted,Half Right,2,1
4367,B,M,22,Sad,Half Left,5,0
2836,B,F,13,Afraid,Half Left,0,0
2056,A,M,25,Happy,Half Right,3,1
2666,B,F,08,Afraid,Half Right,0,1
988,A,F,29,Happy,Half Right,3,1
3258,B,F,25,Angry,Half Right,1,1
1591,A,M,11,Sad,Half Right,5,1
3324,B,F,27,Afraid,Straight,0,4
1899,A,M,20,Surprised,Straight,6,4
4541,B,M,27,Surprised,Right,6,3
1819,A,M,18,Happy,Straight,3,4
1597,A,M,11,Surprised,Straight,6,4
3692,B,M,02,Sad,Left,5,2
852,A,F,25,Neutral,Half Left,4,0
2138,A,M,27,Surprised,Half Left,6,0
4648,B,M,31,Afraid,Left,0,2
2346,A,M,33,Surprised,Half Left,6,0
4586,B,M,29,Angry,Right,1,3
4354,B,M,22,Disgusted,Straight,2,4
117,A,F,04,Disgusted,Half Right,2,1
4708,B,M,32,Sad,Left,5,2
2454,B,F,02,Afraid,Right,0,3
871,A,F,26,Angry,Right,1,3
3538,B,F,33,Angry,Half Right,1,1
2365,A,M,34,Happy,Half Left,3,0
78,A,F,03,Angry,Straight,1,4
1430,A,M,07,Angry,Half Left,1,0
4554,B,M,28,Angry,Straight,1,4
4521,B,M,27,Disgusted,Left,2,2
3698,B,M,02,Surprised,Right,6,3
3477,B,F,31,Happy,Half Left,3,0
4198,B,M,17,Disgusted,Right,2,3
1126,A,F,33,Happy,Right,3,3
4421,B,M,24,Disgusted,Half Right,2,1
3765,B,M,04,Sad,Straight,5,4
2546,B,F,04,Neutral,Half Right,4,1
4228,B,M,18,Angry,Half Left,1,0
3857,B,M,07,Happy,Right,3,3
1360,A,M,05,Angry,Half Left,1,0
454,A,F,14,Afraid,Straight,0,4
3700,B,M,02,Surprised,Half Right,6,1
597,A,F,18,Angry,Half Right,1,1
1425,A,M,07,Afraid,Half Left,0,0
4605,B,M,29,Sad,Right,5,3
1353,A,M,05,Afraid,Left,0,2
4514,B,M,27,Afraid,Half Right,0,1
738,A,F,22,Disgusted,Half Right,2,1
1460,A,M,08,Afraid,Half Left,0,0
3307,B,F,26,Neutral,Half Left,4,0
4701,B,M,32,Happy,Half Right,3,1
661,A,F,20,Angry,Left,1,2
3157,B,F,22,Disgusted,Half Left,2,0
3978,B,M,10,Surprised,Half Left,6,0
142,A,F,05,Afraid,Half Right,0,1
3498,B,F,32,Afraid,Half Right,0,1
4094,B,M,14,Angry,Half Right,1,1
2471,B,F,02,Happy,Half Right,3,1
2826,B,F,12,Sad,Half Left,5,0
4801,B,M,35,Disgusted,Straight,2,4
1920,A,M,21,Neutral,Left,4,2
10,A,F,01,Disgusted,Left,2,2
997,A,F,29,Sad,Half Left,5,0
2936,B,F,15,Surprised,Half Right,6,1
2946,B,F,16,Angry,Half Right,1,1
2975,B,F,17,Afraid,Half Left,0,0
184,A,F,06,Disgusted,Left,2,2
1410,A,M,06,Neutral,Half Left,4,0
1822,A,M,18,Neutral,Half Left,4,0
3608,B,F,35,Angry,Half Right,1,1
2937,B,F,15,Surprised,Straight,6,4
1319,A,M,04,Afraid,Right,0,3
1505,A,M,09,Disgusted,Half Left,2,0
4453,B,M,25,Disgusted,Right,2,3
4488,B,M,26,Disgusted,Half Left,2,0
3145,B,F,22,Afraid,Left,0,2
1561,A,M,10,Surprised,Half Right,6,1
2128,A,M,27,Neutral,Half Left,4,0
2738,B,F,10,Angry,Half Left,1,0
1280,A,M,02,Surprised,Right,6,3
1146,A,F,34,Afraid,Right,0,3
295,A,F,09,Happy,Half Right,3,1
4304,B,M,20,Surprised,Right,6,3
3512,B,F,32,Happy,Half Left,3,0
